Бренд;Коллекция;Категория;categoryId;Тип соединения;Фаска;Порода дерева;Селекция;Тон;Конструкция;Разновидность
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Бежевый;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Светлый;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;;Натур;Коричневый;Двухслойная (дуб+фанера);Французская
Coswick;Натуральная палитра;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;1 Натур;;;
Coswick;Таинственный лес;Паркет елка;20014;шип-паз;четырехсторонняя;Дуб;Таверн;;;Английская
Coswick;;Паркетная доска;20005;шип-паз;четырехсторонняя;;1 Натур;;;
Alpine Floor;Grand Sequoia Village;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Alpine Floor;Ultra;Кварц-Виниловый ламинат;335;На клей к основанию пола;без фаски;;;;;
Coswick;;Паркетная доска;20005;шип-паз;;Дуб;1 Натур;;;
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Селект;Натуральный;Двухслойная (дуб+фанера);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Селект;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Коричневый;Двухслойная (дуб+фанера);Английская
Coswick;Таинственный лес;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;1 Натур;Темный;;
Coswick;Оттенки серого;Модульный паркет;266;шип-паз;подетально;Дуб;Селект энд Бэттер;;;Модульный паркет
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Техномассив;Authentica;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Ориджинал;Натуральный;Трехслойная (дуб+дуб+дуб);
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+дуб);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Коричневый;Двухслойная (дуб+фанера);Французская
Coswick;Таинственный лес;Паркет елка;20014;шип-паз;четырехсторонняя;Дуб;Таверн;;;Английская
Coswick;;Паркетная доска;20005;шип-паз;четырехсторонняя;;1 Натур;;;
Alpine Floor;Real Wood;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Alpine Floor;Ultra;Кварц-Виниловый ламинат;335;На клей к основанию пола;без фаски;;;;;
Tulesna;Verano;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Coswick;;Паркетная доска;20005;шип-паз;;Дуб;Черектер;;;
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Селект;Натуральный;Двухслойная (дуб+фанера);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Селект;Коричневый;Двухслойная (дуб+фанера);Английская
Coswick;Таинственный лес;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;Черектер;Темный;;
Coswick;Оттенки серого;Модульный паркет;266;шип-паз;подетально;Дуб;Селект энд Бэттер;;;Модульный паркет
Lab Arte;;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Трехслойная (дуб+хвоя+хвоя);
Lab Arte;Chevron;Паркет елка;359;шип-паз;четырехсторонняя;;Рустик;Натуральный;Двухслойная (дуб+фанера);Французская
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+дуб);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Коричневый;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Светлый;Двухслойная (дуб+фанера);Итальянская
Coswick;Натуральная палитра;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;Черектер;;;
Alpine Floor;Ultra;Кварц-Виниловый ламинат;335;На клей к основанию пола;без фаски;;;;;
Alpine Floor;Ultra;Кварц-Виниловый ламинат;335;На клей к основанию пола;без фаски;;;;;
Tulesna;Verano;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Coswick;;Паркетная доска;20005;шип-паз;;Дуб;1 Натур;;;
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Селект;Натуральный;Двухслойная (дуб+фанера);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Коричневый;Двухслойная (дуб+фанера);Английская
Coswick;Таинственный лес;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;1 Натур;Темный;;
Coswick;Натуральная палитра;Модульный паркет;266;шип-паз;подетально;Дуб;Селект энд Бэттер;;;Модульный паркет
Lab Arte;;Инженерная доска;20006;шип-паз;четырехсторонняя;;Рустик;;Трехслойная (дуб+хвоя+береза);
Pergo;Classic Plank Premium Click;Виниловый ламинат;359;замковое соединение;четырехсторонняя;;;Светло-Серый;;
Lab Arte;Chevron;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Французская
Техномассив;Authentica;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Трехслойная (дуб+дуб+дуб);
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Ориджинал;Натуральный;Двухслойная (дуб+дуб);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;;Натур;Бежевый;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Темный;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Итальянская
Coswick;Таинственный лес;Паркет елка;20014;шип-паз;четырехсторонняя;Дуб;Селект энд Бэттер;;;Английская
Alpine Floor;Ultra;Кварц-Виниловый ламинат;335;На клей к основанию пола;без фаски;;;;;
Alpine Floor;Ultra;Кварц-Виниловый ламинат;335;На клей к основанию пола;без фаски;;;;;
Tulesna;Verano;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Coswick;;Паркетная доска;20005;шип-паз;;Дуб;1 Натур;;;
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Селект;Бежевый;Двухслойная (дуб+фанера);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Селект;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Коричневый;Двухслойная (дуб+фанера);Английская
Coswick;Таинственный лес;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;Черектер;Темный;;
Coswick;Натуральная палитра;Модульный паркет;266;шип-паз;подетально;Дуб;Селект энд Бэттер;;;Модульный паркет
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Французская
Техномассив;Authentica;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Кантри;Натуральный;Трехслойная (дуб+дуб+дуб);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Темный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;;Натур;Бежевый;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Коричневый;Двухслойная (дуб+фанера);Французская
Karelia;Dawn;Паркетная доска;20001;замковое соединение;без фаски;Дуб;Селект;Натуральный;Трехслойная (дуб+хвоя+береза);
Coswick;Таинственный лес;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;Черектер;;;
Alpine Floor;Ultra;Кварц-Виниловый ламинат;335;На клей к основанию пола;без фаски;;;;;
Alpine Floor;Ultra;Кварц-Виниловый ламинат;335;На клей к основанию пола;без фаски;;;;;
Tulesna;Ottimo;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Coswick;;Паркетная доска;20005;шип-паз;;Дуб;Черектер;;;
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Селект;Натуральный;Двухслойная (дуб+фанера);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Селект;Коричневый;Двухслойная (дуб+фанера);Английская
Karelia;Пралине;Паркетная доска;20001;замковое соединение;четырехсторонняя;Дуб;Тренд;Натуральный;Трехслойная (дуб+хвоя+береза);
Coswick;Таинственный лес;Модульный паркет;266;шип-паз;подетально;Дуб;Селект энд Бэттер;;;Модульный паркет
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Французская
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Кантри;Натуральный;Двухслойная (дуб+дуб);
Polarwood;Herringbone;Паркет елка;265;шип-паз;четырехсторонняя;Дуб;Робуст;Без тонировки;Двухслойная (дуб+фанера);Английская
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Бежевый;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;;Натур;Светлый;Двухслойная (дуб+фанера);Французская
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;359;шип-паз;четырехсторонняя;;Рустик;Натуральный;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Karelia;Dawn;Паркетная доска;20001;замковое соединение;без фаски;Дуб;Селект;Натуральный;Трехслойная (дуб+хвоя+береза);
Coswick;Белые ночи;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;1 Коммон;Светлый;;
Alpine Floor;Ultra;Кварц-Виниловый ламинат;335;На клей к основанию пола;без фаски;;;;;
Alpine Floor;Chevron Alpine LVT;Кварц-Виниловый ламинат;335;На клей к основанию пола;четырехсторонняя;;;;;
Tulesna;Ottimo;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Coswick;;Паркетная доска;20005;шип-паз;;Дуб;Черектер;;;
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Селект;Натуральный;Двухслойная (дуб+фанера);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Коричневый;Двухслойная (дуб+фанера);Английская
Karelia;Пралине;Паркетная доска;20001;замковое соединение;четырехсторонняя;Дуб;Тренд;Темный;Трехслойная (дуб+хвоя+береза);
Coswick;Натуральная палитра;Модульный паркет;266;шип-паз;подетально;Дуб;Селект энд Бэттер;;;Модульный паркет
Lab Arte;Chevron;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Французская
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Кантри;Натуральный;Двухслойная (дуб+дуб);
Polarwood;Herringbone;Паркет елка;265;шип-паз;четырехсторонняя;Дуб;Кантри;Без тонировки;Двухслойная (дуб+фанера);Английская
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;;Натур;Светлый;Двухслойная (дуб+фанера);Французская
Lab Arte;Angle;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;359;шип-паз;четырехсторонняя;;Рустик;Натуральный;Двухслойная (дуб+фанера);Французская
Coswick;Оттенки серого;Паркет елка;20014;шип-паз;четырехсторонняя;Дуб;Таверн;;;Английская
Coswick;Дизайнерские решения;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;1 Коммон;Бежевый;;
Alpine Floor;Ultra;Кварц-Виниловый ламинат;335;На клей к основанию пола;без фаски;;;;;
Alpine Floor;Chevron Alpine LVT;Кварц-Виниловый ламинат;335;На клей к основанию пола;четырехсторонняя;;;;;
Tulesna;Ottimo;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Coswick;;Паркетная доска;20005;шип-паз;;Дуб;Черектер;;;
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Селект;Темный;Двухслойная (дуб+фанера);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Селект;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Селект;Бежевый;Двухслойная (дуб+фанера);Итальянская
Karelia;Пралине;Паркетная доска;20001;замковое соединение;четырехсторонняя;Дуб;Тренд;Натуральный;Трехслойная (дуб+хвоя+береза);
Coswick;Таинственный лес;Модульный паркет;266;шип-паз;подетально;Дуб;Селект энд Бэттер;;;Модульный паркет
Lab Arte;Chevron;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Французская
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Lab Arte;Angle;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;359;шип-паз;четырехсторонняя;;Рустик;Серый;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Бежевый;Двухслойная (дуб+фанера);Французская
Coswick;Таинственный лес;Паркет елка;20014;шип-паз;четырехсторонняя;Дуб;Таверн;;;Английская
Coswick;Дизайнерские решения;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;1 Коммон;;;
Alpine Floor;Ultra;Кварц-Виниловый ламинат;335;На клей к основанию пола;без фаски;;;;;
Alpine Floor;Chevron Alpine LVT;Кварц-Виниловый ламинат;335;На клей к основанию пола;четырехсторонняя;;;;;
Tulesna;Ottimo;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Coswick;;Паркетная доска;20005;шип-паз;;Дуб;1 Натур;;;
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Селект;Темный;Двухслойная (дуб+фанера);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Бежевый;Двухслойная (дуб+фанера);Итальянская
Karelia;Пралине;Паркетная доска;20001;замковое соединение;четырехсторонняя;Дуб;Тренд;Темный;Трехслойная (дуб+хвоя+хвоя);
Coswick;Оттенки серого;Модульный паркет;266;шип-паз;подетально;Дуб;Селект энд Бэттер;;;Модульный паркет
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Техномассив;Authentica;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Кантри;Натуральный;Трехслойная (дуб+дуб+дуб);
Polarwood;Classic;Паркетная доска;20003;замковое соединение;без фаски;Дуб;Робуст;Коричневый;Трехслойная (дуб+хвоя+береза);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Lab Arte;Angle;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Светлый;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Селект;Натуральный;Двухслойная (дуб+фанера);Французская
Coswick;;Паркетная доска;20005;шип-паз;четырехсторонняя;;1 Натур;;;
Alpine Floor;Ultra;Кварц-Виниловый ламинат;335;На клей к основанию пола;без фаски;;;;;
Alpine Floor;Chevron Alpine LVT;Кварц-Виниловый ламинат;335;На клей к основанию пола;четырехсторонняя;;;;;
Tulesna;Ottimo;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Coswick;;Паркетная доска;20005;шип-паз;;Дуб;Черектер;;;
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Селект;Натуральный;Двухслойная (дуб+фанера);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Бежевый;Двухслойная (дуб+фанера);Итальянская
Karelia;Пралине;Паркетная доска;20001;замковое соединение;четырехсторонняя;Дуб;Тренд;Темный;Трехслойная (дуб+хвоя+береза);
Pergo;Classic Plank Premium Click;Виниловый ламинат;359;замковое соединение;четырехсторонняя;;;Светлый;;
Lab Arte;Chevron;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Французская
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Селект;Натуральный;Двухслойная (дуб+дуб);
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Кантри;Натуральный;Двухслойная (дуб+дуб);
Polarwood;Spice;Паркетная доска;20003;замковое соединение;двухсторонняя;Дуб;Робуст;Натуральный;Трехслойная (дуб+хвоя+береза);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;;Натур;Серый;Двухслойная (дуб+фанера);Французская
Lab Arte;Angle;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Темный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Бежевый;Двухслойная (дуб+фанера);Французская
Coswick;Американский орех;Паркетная доска;20005;шип-паз;четырехсторонняя;Американский орех;Традишинал;;;
Coswick;Белые ночи;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;1 Коммон;Светлый;;
Alpine Floor;Grand Sequoia Village;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Alpine Floor;Chevron Alpine LVT;Кварц-Виниловый ламинат;335;На клей к основанию пола;четырехсторонняя;;;;;
Tulesna;Ottimo;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Coswick;;Паркетная доска;20005;шип-паз;;Дуб;Черектер;;;
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Селект;Натуральный;Двухслойная (дуб+фанера);
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Кантри;Натуральный;Двухслойная (дуб+дуб);
Pergo;Goeteborg pro;Ламинат;270;замковое соединение;четырехсторонняя;Дуб;;Светлый;;
Coswick;Американский орех;Модульный паркет;266;шип-паз;подетально;Американский орех;Селект энд Бэттер;;;Модульный паркет
Coswick;;Модульный паркет;266;шип-паз;подетально;;Селект энд Бэттер;;;Модульный паркет
Lab Arte;Chevron;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Французская
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Селект;Натуральный;Двухслойная (дуб+дуб);
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Кантри;Натуральный;Двухслойная (дуб+дуб);
Polarwood;Classic;Паркетная доска;20003;замковое соединение;без фаски;Дуб;Робуст;Коричневый;Трехслойная (дуб+хвоя+береза);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Светлый;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Светлый;Двухслойная (дуб+фанера);Французская
Lab Arte;Angle;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Coswick;Американский орех;Паркетная доска;20005;шип-паз;четырехсторонняя;Американский орех;Традишинал;;;
Coswick;Дизайнерские решения;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;1 Коммон;;;
Alpine Floor;Grand Sequoia Village;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Alpine Floor;Chevron Alpine LVT;Кварц-Виниловый ламинат;335;На клей к основанию пола;четырехсторонняя;;;;;
Tulesna;Ottimo;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Селект;Серый;Двухслойная (дуб+фанера);
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Прайм;Натуральный;Двухслойная (дуб+дуб);
Pergo;Goeteborg pro;Ламинат;270;замковое соединение;четырехсторонняя;Дуб;;Светлый;;
Coswick;Таинственный лес;Модульный паркет;266;шип-паз;подетально;Дуб;Селект энд Бэттер;;;Модульный паркет
Coswick;Таинственный лес;Модульный паркет;266;шип-паз;подетально;Дуб;Селект энд Бэттер;;;Модульный паркет
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Прайм;Натуральный;Двухслойная (дуб+дуб);
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Кантри;Натуральный;Двухслойная (дуб+дуб);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Бежевый;Двухслойная (дуб+фанера);Французская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Coswick;Натуральная палитра;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;Черектер;;;
Coswick;Белые ночи;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;1 Коммон;;;
Alpine Floor;Grand Sequoia Village;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Alpine Floor;Chevron Alpine LVT;Кварц-Виниловый ламинат;335;На клей к основанию пола;четырехсторонняя;;;;;
Tulesna;Ottimo;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Coswick;Таинственный лес;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;1 Натур;;;
Lab Arte;Authentica;Инженерная доска;20006;шип-паз;четырехсторонняя;Дуб;Селект;Темный;Двухслойная (дуб+фанера);
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+дуб);
Pergo;Goeteborg pro;Ламинат;270;замковое соединение;четырехсторонняя;Дуб;;Серый;;
Coswick;Оттенки серого;Модульный паркет;266;шип-паз;подетально;Дуб;Селект энд Бэттер;;;Модульный паркет
Coswick;Дизайнерские решения;Модульный паркет;266;шип-паз;подетально;Дуб;Селект энд Бэттер;;;Модульный паркет
Техномассив;Флекс;Инженерная доска;20007;шип-паз;четырехсторонняя;Дуб;Прайм;Натуральный;Двухслойная (дуб+дуб);
Polarwood;Classic;Паркетная доска;20003;замковое соединение;без фаски;Дуб;Натур;Натуральный;Трехслойная (дуб+хвоя+береза);
Lab Arte;Angle;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Рустик;Светлый;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;;Натур;Серый;Двухслойная (дуб+фанера);Французская
Lab Arte;Angle;Паркет елка;359;шип-паз;четырехсторонняя;Дуб;Рустик;Бежевый;Двухслойная (дуб+фанера);Английская
Lab Arte;Chevron;Паркет елка;20015;шип-паз;четырехсторонняя;Дуб;Натур;Натуральный;Двухслойная (дуб+фанера);Французская
Coswick;Таинственный лес;Паркетная доска;20005;шип-паз;четырехсторонняя;Дуб;Таверн;Светлый;Трехслойная(дуб+береза+береза);
Coswick;Оттенки серого;Паркет елка;20014;шип-паз;четырехсторонняя;Дуб;Таверн;;;Английская
Coswick;Натуральная палитра;Паркет елка;20014;шип-паз;четырехсторонняя;Дуб;Селект энд Бэттер;;;Английская
Alpine Floor;Grand Sequoia Village;Кварц-Виниловый ламинат;335;замковое соединение;четырехсторонняя;;;;;
Alpine Floor;Chevron Alpine LVT;Кварц-Виниловый ламинат;335;На клей к основанию пола;четырехсторонняя;;;;;
